Player,deciles,variable,type_variable
R. Cherki,35,Shots blocked per 90,Defense
R. Cherki,46,Progressive passes per 90,Buildup
R. Cherki,100,Dribbles per 90,Chance creation
Tetê,88,Crosses per 90,Buildup
Tetê,88,Crosses to goalie box per 90,Buildup
Tetê,98,Received long passes per 90,Chance creation
Tetê,95,Passes to penalty area per 90,Chance creation
Tetê,95,Key passes per 90,Buildup
Tetê,26,Interceptions per 90,Defense
Tetê,25,Long passes per 90,Buildup
Tetê,9,Shots blocked per 90,Defense
Tetê,42,Progressive passes per 90,Buildup
Tetê,88,Dribbles per 90,Chance creation
M. Guendouzi,62,Crosses per 90,Buildup
M. Guendouzi,64,Crosses to goalie box per 90,Buildup
M. Guendouzi,36,Received long passes per 90,Chance creation
M. Guendouzi,62,Passes to penalty area per 90,Chance creation
M. Guendouzi,65,Key passes per 90,Buildup
M. Guendouzi,34,Interceptions per 90,Defense
M. Guendouzi,43,Long passes per 90,Buildup
M. Guendouzi,58,Shots blocked per 90,Defense
M. Guendouzi,58,Progressive passes per 90,Buildup
M. Guendouzi,28,Dribbles per 90,Chance creation
M. Gusto,100,Crosses per 90,Buildup
M. Gusto,99,Crosses to goalie box per 90,Buildup
M. Gusto,97,Received long passes per 90,Chance creation
M. Gusto,99,Passes to penalty area per 90,Chance creation
M. Gusto,98,Key passes per 90,Buildup
M. Gusto,66,Interceptions per 90,Defense
M. Gusto,64,Long passes per 90,Buildup
M. Gusto,48,Shots blocked per 90,Defense
M. Gusto,100,Progressive passes per 90,Buildup
M. Gusto,77,Dribbles per 90,Chance creation
A. Golovin,72,Crosses per 90,Buildup
A. Golovin,80,Crosses to goalie box per 90,Buildup
A. Golovin,50,Received long passes per 90,Chance creation
A. Golovin,91,Passes to penalty area per 90,Chance creation
A. Golovin,92,Key passes per 90,Buildup
A. Golovin,50,Interceptions per 90,Defense
A. Golovin,46,Long passes per 90,Buildup
A. Golovin,14,Shots blocked per 90,Defense
A. Golovin,36,Progressive passes per 90,Buildup
A. Golovin,74,Dribbles per 90,Chance creation
N. Pépé,67,Crosses per 90,Buildup
N. Pépé,83,Crosses to goalie box per 90,Buildup
N. Pépé,94,Received long passes per 90,Chance creation
N. Pépé,65,Passes to penalty area per 90,Chance creation
N. Pépé,85,Key passes per 90,Buildup
N. Pépé,9,Interceptions per 90,Defense
N. Pépé,8,Long passes per 90,Buildup
N. Pépé,9,Shots blocked per 90,Defense
N. Pépé,22,Progressive passes per 90,Buildup
N. Pépé,91,Dribbles per 90,Chance creation
L. Majer,80,Crosses per 90,Buildup
L. Majer,82,Crosses to goalie box per 90,Buildup
L. Majer,39,Received long passes per 90,Chance creation
L. Majer,86,Passes to penalty area per 90,Chance creation
L. Majer,86,Key passes per 90,Buildup
L. Majer,40,Interceptions per 90,Defense
L. Majer,47,Long passes per 90,Buildup
L. Majer,19,Shots blocked per 90,Defense
L. Majer,62,Progressive passes per 90,Buildup
L. Majer,70,Dribbles per 90,Chance creation
J. Bamba,85,Crosses per 90,Buildup
J. Bamba,69,Crosses to goalie box per 90,Buildup
J. Bamba,84,Received long passes per 90,Chance creation
J. Bamba,93,Passes to penalty area per 90,Chance creation
J. Bamba,93,Key passes per 90,Buildup
J. Bamba,41,Interceptions per 90,Defense
J. Bamba,18,Long passes per 90,Buildup
J. Bamba,32,Shots blocked per 90,Defense
J. Bamba,29,Progressive passes per 90,Buildup
J. Bamba,84,Dribbles per 90,Chance creation
Caio Henrique,77,Crosses per 90,Buildup
Caio Henrique,88,Crosses to goalie box per 90,Buildup
Caio Henrique,82,Received long passes per 90,Chance creation
Caio Henrique,78,Passes to penalty area per 90,Chance creation
Caio Henrique,76,Key passes per 90,Buildup
Caio Henrique,56,Interceptions per 90,Defense
Caio Henrique,80,Long passes per 90,Buildup
Caio Henrique,59,Shots blocked per 90,Defense
Caio Henrique,95,Progressive passes per 90,Buildup
Caio Henrique,44,Dribbles per 90,Chance creation
S. Diop,62,Crosses per 90,Buildup
S. Diop,45,Crosses to goalie box per 90,Buildup
S. Diop,63,Received long passes per 90,Chance creation
S. Diop,83,Passes to penalty area per 90,Chance creation
S. Diop,79,Key passes per 90,Buildup
S. Diop,42,Interceptions per 90,Defense
S. Diop,27,Long passes per 90,Buildup
S. Diop,46,Shots blocked per 90,Defense
S. Diop,45,Progressive passes per 90,Buildup
S. Diop,79,Dribbles per 90,Chance creation
A. Truffert,73,Crosses per 90,Buildup
A. Truffert,63,Crosses to goalie box per 90,Buildup
A. Truffert,92,Received long passes per 90,Chance creation
A. Truffert,61,Passes to penalty area per 90,Chance creation
A. Truffert,79,Key passes per 90,Buildup
A. Truffert,84,Interceptions per 90,Defense
A. Truffert,49,Long passes per 90,Buildup
A. Truffert,74,Shots blocked per 90,Defense
A. Truffert,87,Progressive passes per 90,Buildup
A. Truffert,49,Dribbles per 90,Chance creation
J. Doku,86,Crosses per 90,Buildup
J. Doku,94,Crosses to goalie box per 90,Buildup
J. Doku,55,Received long passes per 90,Chance creation
J. Doku,89,Passes to penalty area per 90,Chance creation
J. Doku,95,Key passes per 90,Buildup
J. Doku,20,Interceptions per 90,Defense
J. Doku,5,Long passes per 90,Buildup
J. Doku,9,Shots blocked per 90,Defense
J. Doku,23,Progressive passes per 90,Buildup
J. Doku,100,Dribbles per 90,Chance creation
B. Bourigeaud,89,Crosses per 90,Buildup
B. Bourigeaud,95,Crosses to goalie box per 90,Buildup
B. Bourigeaud,81,Received long passes per 90,Chance creation
B. Bourigeaud,100,Passes to penalty area per 90,Chance creation
B. Bourigeaud,96,Key passes per 90,Buildup
B. Bourigeaud,45,Interceptions per 90,Defense
B. Bourigeaud,72,Long passes per 90,Buildup
B. Bourigeaud,39,Shots blocked per 90,Defense
B. Bourigeaud,94,Progressive passes per 90,Buildup
B. Bourigeaud,35,Dribbles per 90,Chance creation
R. Malinovskyi,61,Crosses per 90,Buildup
R. Malinovskyi,77,Crosses to goalie box per 90,Buildup
R. Malinovskyi,39,Received long passes per 90,Chance creation
R. Malinovskyi,73,Passes to penalty area per 90,Chance creation
R. Malinovskyi,52,Key passes per 90,Buildup
R. Malinovskyi,30,Interceptions per 90,Defense
R. Malinovskyi,29,Long passes per 90,Buildup
R. Malinovskyi,9,Shots blocked per 90,Defense
R. Malinovskyi,39,Progressive passes per 90,Buildup
R. Malinovskyi,76,Dribbles per 90,Chance creation
Nuno Tavares,95,Crosses per 90,Buildup
Nuno Tavares,89,Crosses to goalie box per 90,Buildup
Nuno Tavares,96,Received long passes per 90,Chance creation
Nuno Tavares,94,Passes to penalty area per 90,Chance creation
Nuno Tavares,94,Key passes per 90,Buildup
Nuno Tavares,48,Interceptions per 90,Defense
Nuno Tavares,59,Long passes per 90,Buildup
Nuno Tavares,44,Shots blocked per 90,Defense
Nuno Tavares,69,Progressive passes per 90,Buildup
Nuno Tavares,96,Dribbles per 90,Chance creation
L. Blas,78,Crosses per 90,Buildup
L. Blas,85,Crosses to goalie box per 90,Buildup
L. Blas,65,Received long passes per 90,Chance creation
L. Blas,75,Passes to penalty area per 90,Chance creation
L. Blas,74,Key passes per 90,Buildup
L. Blas,10,Interceptions per 90,Defense
L. Blas,48,Long passes per 90,Buildup
L. Blas,41,Shots blocked per 90,Defense
L. Blas,22,Progressive passes per 90,Buildup
L. Blas,98,Dribbles per 90,Chance creation
Vanderson,92,Crosses per 90,Buildup
Vanderson,93,Crosses to goalie box per 90,Buildup
Vanderson,92,Received long passes per 90,Chance creation
Vanderson,92,Passes to penalty area per 90,Chance creation
Vanderson,76,Key passes per 90,Buildup
Vanderson,85,Interceptions per 90,Defense
Vanderson,80,Long passes per 90,Buildup
Vanderson,65,Shots blocked per 90,Defense
Vanderson,93,Progressive passes per 90,Buildup
Vanderson,73,Dribbles per 90,Chance creation
C. Ünder,94,Crosses per 90,Buildup
C. Ünder,99,Crosses to goalie box per 90,Buildup
C. Ünder,56,Received long passes per 90,Chance creation
C. Ünder,98,Passes to penalty area per 90,Chance creation
C. Ünder,91,Key passes per 90,Buildup
C. Ünder,25,Interceptions per 90,Defense
C. Ünder,46,Long passes per 90,Buildup
C. Ünder,26,Shots blocked per 90,Defense
C. Ünder,43,Progressive passes per 90,Buildup
C. Ünder,84,Dribbles per 90,Chance creation
A. Ounahi,48,Crosses per 90,Buildup
A. Ounahi,68,Crosses to goalie box per 90,Buildup
A. Ounahi,38,Received long passes per 90,Chance creation
A. Ounahi,52,Passes to penalty area per 90,Chance creation
A. Ounahi,88,Key passes per 90,Buildup
A. Ounahi,29,Interceptions per 90,Defense
A. Ounahi,25,Long passes per 90,Buildup
A. Ounahi,9,Shots blocked per 90,Defense
A. Ounahi,52,Progressive passes per 90,Buildup
A. Ounahi,92,Dribbles per 90,Chance creation
J. Clauss,97,Crosses per 90,Buildup
J. Clauss,100,Crosses to goalie box per 90,Buildup
J. Clauss,89,Received long passes per 90,Chance creation
J. Clauss,97,Passes to penalty area per 90,Chance creation
J. Clauss,99,Key passes per 90,Buildup
J. Clauss,41,Interceptions per 90,Defense
J. Clauss,49,Long passes per 90,Buildup
J. Clauss,44,Shots blocked per 90,Defense
J. Clauss,77,Progressive passes per 90,Buildup
J. Clauss,79,Dribbles per 90,Chance creation
K. Diatta,83,Crosses per 90,Buildup
K. Diatta,90,Crosses to goalie box per 90,Buildup
K. Diatta,83,Received long passes per 90,Chance creation
K. Diatta,79,Passes to penalty area per 90,Chance creation
K. Diatta,77,Key passes per 90,Buildup
K. Diatta,31,Interceptions per 90,Defense
K. Diatta,19,Long passes per 90,Buildup
K. Diatta,14,Shots blocked per 90,Defense
K. Diatta,32,Progressive passes per 90,Buildup
K. Diatta,81,Dribbles per 90,Chance creation
T. Weah,88,Crosses per 90,Buildup
T. Weah,84,Crosses to goalie box per 90,Buildup
T. Weah,99,Received long passes per 90,Chance creation
T. Weah,71,Passes to penalty area per 90,Chance creation
T. Weah,46,Key passes per 90,Buildup
T. Weah,38,Interceptions per 90,Defense
T. Weah,41,Long passes per 90,Buildup
T. Weah,19,Shots blocked per 90,Defense
T. Weah,46,Progressive passes per 90,Buildup
T. Weah,68,Dribbles per 90,Chance creation
Juan Bernat,52,Crosses per 90,Buildup
Juan Bernat,76,Crosses to goalie box per 90,Buildup
Juan Bernat,93,Received long passes per 90,Chance creation
Juan Bernat,20,Passes to penalty area per 90,Chance creation
Juan Bernat,95,Key passes per 90,Buildup
Juan Bernat,26,Interceptions per 90,Defense
Juan Bernat,8,Long passes per 90,Buildup
Juan Bernat,19,Shots blocked per 90,Defense
Juan Bernat,20,Progressive passes per 90,Buildup
Juan Bernat,39,Dribbles per 90,Chance creation
K. Toko Ekambi,65,Crosses per 90,Buildup
K. Toko Ekambi,75,Crosses to goalie box per 90,Buildup
K. Toko Ekambi,86,Received long passes per 90,Chance creation
K. Toko Ekambi,52,Passes to penalty area per 90,Chance creation
K. Toko Ekambi,95,Key passes per 90,Buildup
K. Toko Ekambi,18,Interceptions per 90,Defense
K. Toko Ekambi,19,Long passes per 90,Buildup
K. Toko Ekambi,9,Shots blocked per 90,Defense
K. Toko Ekambi,17,Progressive passes per 90,Buildup
K. Toko Ekambi,83,Dribbles per 90,Chance creation
H. Traoré,83,Crosses per 90,Buildup
H. Traoré,77,Crosses to goalie box per 90,Buildup
H. Traoré,74,Received long passes per 90,Chance creation
H. Traoré,76,Passes to penalty area per 90,Chance creation
H. Traoré,80,Key passes per 90,Buildup
H. Traoré,95,Interceptions per 90,Defense
H. Traoré,50,Long passes per 90,Buildup
H. Traoré,52,Shots blocked per 90,Defense
H. Traoré,92,Progressive passes per 90,Buildup
H. Traoré,30,Dribbles per 90,Chance creation
J. Ito,98,Crosses per 90,Buildup
J. Ito,98,Crosses to goalie box per 90,Buildup
J. Ito,75,Received long passes per 90,Chance creation
J. Ito,99,Passes to penalty area per 90,Chance creation
J. Ito,97,Key passes per 90,Buildup
J. Ito,14,Interceptions per 90,Defense
J. Ito,22,Long passes per 90,Buildup
J. Ito,12,Shots blocked per 90,Defense
J. Ito,45,Progressive passes per 90,Buildup
J. Ito,93,Dribbles per 90,Chance creation
David Costa,83,Crosses per 90,Buildup
David Costa,81,Crosses to goalie box per 90,Buildup
David Costa,35,Received long passes per 90,Chance creation
David Costa,98,Passes to penalty area per 90,Chance creation
David Costa,97,Key passes per 90,Buildup
David Costa,38,Interceptions per 90,Defense
David Costa,36,Long passes per 90,Buildup
David Costa,19,Shots blocked per 90,Defense
David Costa,50,Progressive passes per 90,Buildup
David Costa,77,Dribbles per 90,Chance creation
J. Bellegarde,82,Crosses per 90,Buildup
J. Bellegarde,63,Crosses to goalie box per 90,Buildup
J. Bellegarde,41,Received long passes per 90,Chance creation
J. Bellegarde,93,Passes to penalty area per 90,Chance creation
J. Bellegarde,92,Key passes per 90,Buildup
J. Bellegarde,43,Interceptions per 90,Defense
J. Bellegarde,54,Long passes per 90,Buildup
J. Bellegarde,39,Shots blocked per 90,Defense
J. Bellegarde,66,Progressive passes per 90,Buildup
J. Bellegarde,91,Dribbles per 90,Chance creation
R. Aguilar,90,Crosses per 90,Buildup
R. Aguilar,90,Crosses to goalie box per 90,Buildup
R. Aguilar,99,Received long passes per 90,Chance creation
R. Aguilar,84,Passes to penalty area per 90,Chance creation
R. Aguilar,38,Key passes per 90,Buildup
R. Aguilar,83,Interceptions per 90,Defense
R. Aguilar,61,Long passes per 90,Buildup
R. Aguilar,9,Shots blocked per 90,Defense
R. Aguilar,98,Progressive passes per 90,Buildup
R. Aguilar,20,Dribbles per 90,Chance creation
M. Simon,98,Crosses per 90,Buildup
M. Simon,98,Crosses to goalie box per 90,Buildup
M. Simon,66,Received long passes per 90,Chance creation
M. Simon,94,Passes to penalty area per 90,Chance creation
M. Simon,97,Key passes per 90,Buildup
M. Simon,7,Interceptions per 90,Defense
M. Simon,20,Long passes per 90,Buildup
M. Simon,14,Shots blocked per 90,Defense
M. Simon,22,Progressive passes per 90,Buildup
M. Simon,98,Dribbles per 90,Chance creation
F. Honorat,96,Crosses per 90,Buildup
F. Honorat,96,Crosses to goalie box per 90,Buildup
F. Honorat,97,Received long passes per 90,Chance creation
F. Honorat,97,Passes to penalty area per 90,Chance creation
F. Honorat,97,Key passes per 90,Buildup
F. Honorat,19,Interceptions per 90,Defense
F. Honorat,36,Long passes per 90,Buildup
F. Honorat,14,Shots blocked per 90,Defense
F. Honorat,35,Progressive passes per 90,Buildup
F. Honorat,53,Dribbles per 90,Chance creation
N. Tagliafico,78,Crosses per 90,Buildup
N. Tagliafico,83,Crosses to goalie box per 90,Buildup
N. Tagliafico,87,Received long passes per 90,Chance creation
N. Tagliafico,80,Passes to penalty area per 90,Chance creation
N. Tagliafico,51,Key passes per 90,Buildup
N. Tagliafico,55,Interceptions per 90,Defense
N. Tagliafico,33,Long passes per 90,Buildup
N. Tagliafico,64,Shots blocked per 90,Defense
N. Tagliafico,72,Progressive passes per 90,Buildup
N. Tagliafico,36,Dribbles per 90,Chance creation
A. Ounas,97,Crosses per 90,Buildup
A. Ounas,64,Crosses to goalie box per 90,Buildup
A. Ounas,79,Received long passes per 90,Chance creation
A. Ounas,99,Passes to penalty area per 90,Chance creation
A. Ounas,94,Key passes per 90,Buildup
A. Ounas,27,Interceptions per 90,Defense
A. Ounas,48,Long passes per 90,Buildup
A. Ounas,9,Shots blocked per 90,Defense
A. Ounas,47,Progressive passes per 90,Buildup
A. Ounas,100,Dribbles per 90,Chance creation
M. Bard,80,Crosses per 90,Buildup
M. Bard,66,Crosses to goalie box per 90,Buildup
M. Bard,81,Received long passes per 90,Chance creation
M. Bard,65,Passes to penalty area per 90,Chance creation
M. Bard,29,Key passes per 90,Buildup
M. Bard,75,Interceptions per 90,Defense
M. Bard,48,Long passes per 90,Buildup
M. Bard,14,Shots blocked per 90,Defense
M. Bard,69,Progressive passes per 90,Buildup
M. Bard,48,Dribbles per 90,Chance creation
R. Faivre,44,Crosses per 90,Buildup
R. Faivre,59,Crosses to goalie box per 90,Buildup
R. Faivre,41,Received long passes per 90,Chance creation
R. Faivre,68,Passes to penalty area per 90,Chance creation
R. Faivre,83,Key passes per 90,Buildup
R. Faivre,11,Interceptions per 90,Defense
R. Faivre,7,Long passes per 90,Buildup
R. Faivre,9,Shots blocked per 90,Defense
R. Faivre,28,Progressive passes per 90,Buildup
R. Faivre,96,Dribbles per 90,Chance creation
E. Zhegrova,97,Crosses per 90,Buildup
E. Zhegrova,89,Crosses to goalie box per 90,Buildup
E. Zhegrova,100,Received long passes per 90,Chance creation
E. Zhegrova,99,Passes to penalty area per 90,Chance creation
E. Zhegrova,98,Key passes per 90,Buildup
E. Zhegrova,6,Interceptions per 90,Defense
E. Zhegrova,27,Long passes per 90,Buildup
E. Zhegrova,9,Shots blocked per 90,Defense
E. Zhegrova,41,Progressive passes per 90,Buildup
E. Zhegrova,100,Dribbles per 90,Chance creation
P. Frankowski,97,Crosses per 90,Buildup
P. Frankowski,95,Crosses to goalie box per 90,Buildup
P. Frankowski,86,Received long passes per 90,Chance creation
P. Frankowski,97,Passes to penalty area per 90,Chance creation
P. Frankowski,97,Key passes per 90,Buildup
P. Frankowski,62,Interceptions per 90,Defense
P. Frankowski,57,Long passes per 90,Buildup
P. Frankowski,32,Shots blocked per 90,Defense
P. Frankowski,82,Progressive passes per 90,Buildup
P. Frankowski,40,Dribbles per 90,Chance creation
Q. Merlin,96,Crosses per 90,Buildup
Q. Merlin,97,Crosses to goalie box per 90,Buildup
Q. Merlin,90,Received long passes per 90,Chance creation
Q. Merlin,90,Passes to penalty area per 90,Chance creation
Q. Merlin,79,Key passes per 90,Buildup
Q. Merlin,76,Interceptions per 90,Defense
Q. Merlin,91,Long passes per 90,Buildup
Q. Merlin,19,Shots blocked per 90,Defense
Q. Merlin,98,Progressive passes per 90,Buildup
Q. Merlin,62,Dribbles per 90,Chance creation
B. Barcola,72,Crosses per 90,Buildup
B. Barcola,97,Crosses to goalie box per 90,Buildup
B. Barcola,81,Received long passes per 90,Chance creation
B. Barcola,68,Passes to penalty area per 90,Chance creation
B. Barcola,58,Key passes per 90,Buildup
