Player,deciles,variable,type_variable
F. Aursnes,48,Shots per 90,Positioning
F. Aursnes,58,Crosses to goalie box per 90,Buildup
F. Aursnes,69,Passes to penalty area per 90,Chance creation
F. Aursnes,96,Back passes per 90,Positioning
F. Aursnes,88,Lateral passes per 90,Positioning
Ali Al Musrati,82,Interceptions per 90,Defense
Ali Al Musrati,43,Sliding tackles per 90,Defense
Ali Al Musrati,81,Shots blocked per 90,Defense
Ali Al Musrati,68,Fouls per 90,Defense
Ali Al Musrati,52,Aerial duels per 90,Defense
Ali Al Musrati,98,Passes to final third per 90,Buildup
Ali Al Musrati,98,Long passes per 90,Buildup
Ali Al Musrati,86,Progressive passes per 90,Buildup
Ali Al Musrati,24,Crosses per 90,Buildup
Ali Al Musrati,14,Progressive runs per 90,Buildup
Ali Al Musrati,18,Dribbles per 90,Chance creation
Ali Al Musrati,44,Touches in box per 90,Chance creation
Ali Al Musrati,91,Through passes per 90,Chance creation
Ali Al Musrati,52,Shots per 90,Positioning
Ali Al Musrati,32,Crosses to goalie box per 90,Buildup
Ali Al Musrati,45,Passes to penalty area per 90,Chance creation
Ali Al Musrati,71,Back passes per 90,Positioning
Ali Al Musrati,96,Lateral passes per 90,Positioning
H. Morita,45,Interceptions per 90,Defense
H. Morita,86,Sliding tackles per 90,Defense
H. Morita,55,Shots blocked per 90,Defense
H. Morita,90,Fouls per 90,Defense
H. Morita,29,Aerial duels per 90,Defense
H. Morita,77,Passes to final third per 90,Buildup
H. Morita,49,Long passes per 90,Buildup
H. Morita,36,Progressive passes per 90,Buildup
H. Morita,30,Crosses per 90,Buildup
H. Morita,24,Progressive runs per 90,Buildup
H. Morita,49,Dribbles per 90,Chance creation
H. Morita,62,Touches in box per 90,Chance creation
H. Morita,73,Through passes per 90,Chance creation
H. Morita,60,Shots per 90,Positioning
H. Morita,44,Crosses to goalie box per 90,Buildup
H. Morita,50,Passes to penalty area per 90,Chance creation
H. Morita,77,Back passes per 90,Positioning
H. Morita,74,Lateral passes per 90,Positioning
M. Uribe,74,Interceptions per 90,Defense
M. Uribe,64,Sliding tackles per 90,Defense
M. Uribe,47,Shots blocked per 90,Defense
M. Uribe,88,Fouls per 90,Defense
M. Uribe,68,Aerial duels per 90,Defense
M. Uribe,96,Passes to final third per 90,Buildup
M. Uribe,93,Long passes per 90,Buildup
M. Uribe,84,Progressive passes per 90,Buildup
M. Uribe,44,Crosses per 90,Buildup
M. Uribe,17,Progressive runs per 90,Buildup
M. Uribe,34,Dribbles per 90,Chance creation
M. Uribe,47,Touches in box per 90,Chance creation
M. Uribe,95,Through passes per 90,Chance creation
M. Uribe,55,Shots per 90,Positioning
M. Uribe,55,Crosses to goalie box per 90,Buildup
M. Uribe,65,Passes to penalty area per 90,Chance creation
M. Uribe,69,Back passes per 90,Positioning
M. Uribe,87,Lateral passes per 90,Positioning
Stephen Eustáquio,51,Interceptions per 90,Defense
Stephen Eustáquio,50,Sliding tackles per 90,Defense
Stephen Eustáquio,78,Shots blocked per 90,Defense
Stephen Eustáquio,77,Fouls per 90,Defense
Stephen Eustáquio,43,Aerial duels per 90,Defense
Stephen Eustáquio,82,Passes to final third per 90,Buildup
Stephen Eustáquio,50,Long passes per 90,Buildup
Stephen Eustáquio,45,Progressive passes per 90,Buildup
Stephen Eustáquio,55,Crosses per 90,Buildup
Stephen Eustáquio,2,Progressive runs per 90,Buildup
Stephen Eustáquio,9,Dribbles per 90,Chance creation
Stephen Eustáquio,65,Touches in box per 90,Chance creation
Stephen Eustáquio,80,Through passes per 90,Chance creation
Stephen Eustáquio,63,Shots per 90,Positioning
Stephen Eustáquio,74,Crosses to goalie box per 90,Buildup
Stephen Eustáquio,80,Passes to penalty area per 90,Chance creation
Stephen Eustáquio,85,Back passes per 90,Positioning
Stephen Eustáquio,77,Lateral passes per 90,Positioning
M. Grujić,74,Interceptions per 90,Defense
M. Grujić,50,Sliding tackles per 90,Defense
M. Grujić,57,Shots blocked per 90,Defense
M. Grujić,100,Fouls per 90,Defense
M. Grujić,95,Aerial duels per 90,Defense
M. Grujić,95,Passes to final third per 90,Buildup
M. Grujić,67,Long passes per 90,Buildup
M. Grujić,64,Progressive passes per 90,Buildup
M. Grujić,24,Crosses per 90,Buildup
M. Grujić,29,Progressive runs per 90,Buildup
M. Grujić,41,Dribbles per 90,Chance creation
M. Grujić,60,Touches in box per 90,Chance creation
M. Grujić,39,Through passes per 90,Chance creation
M. Grujić,61,Shots per 90,Positioning
M. Grujić,21,Crosses to goalie box per 90,Buildup
M. Grujić,17,Passes to penalty area per 90,Chance creation
M. Grujić,54,Back passes per 90,Positioning
M. Grujić,83,Lateral passes per 90,Positioning
Matheus Reis,49,Interceptions per 90,Defense
Matheus Reis,38,Sliding tackles per 90,Defense
Matheus Reis,61,Shots blocked per 90,Defense
Matheus Reis,50,Fouls per 90,Defense
Matheus Reis,40,Aerial duels per 90,Defense
Matheus Reis,100,Passes to final third per 90,Buildup
Matheus Reis,79,Long passes per 90,Buildup
Matheus Reis,97,Progressive passes per 90,Buildup
Matheus Reis,80,Crosses per 90,Buildup
Matheus Reis,81,Progressive runs per 90,Buildup
Matheus Reis,40,Dribbles per 90,Chance creation
Matheus Reis,58,Touches in box per 90,Chance creation
Matheus Reis,90,Through passes per 90,Chance creation
Matheus Reis,21,Shots per 90,Positioning
Matheus Reis,96,Crosses to goalie box per 90,Buildup
Matheus Reis,83,Passes to penalty area per 90,Chance creation
Matheus Reis,80,Back passes per 90,Positioning
Matheus Reis,99,Lateral passes per 90,Positioning
U. Račić,74,Interceptions per 90,Defense
U. Račić,98,Sliding tackles per 90,Defense
U. Račić,85,Shots blocked per 90,Defense
U. Račić,61,Fouls per 90,Defense
U. Račić,76,Aerial duels per 90,Defense
U. Račić,92,Passes to final third per 90,Buildup
U. Račić,68,Long passes per 90,Buildup
U. Račić,46,Progressive passes per 90,Buildup
U. Račić,24,Crosses per 90,Buildup
U. Račić,37,Progressive runs per 90,Buildup
U. Račić,45,Dribbles per 90,Chance creation
U. Račić,47,Touches in box per 90,Chance creation
U. Račić,55,Through passes per 90,Chance creation
U. Račić,86,Shots per 90,Positioning
U. Račić,21,Crosses to goalie box per 90,Buildup
U. Račić,28,Passes to penalty area per 90,Chance creation
U. Račić,74,Back passes per 90,Positioning
U. Račić,83,Lateral passes per 90,Positioning
Chiquinho,45,Interceptions per 90,Defense
Chiquinho,22,Sliding tackles per 90,Defense
Chiquinho,49,Shots blocked per 90,Defense
Chiquinho,80,Fouls per 90,Defense
Chiquinho,30,Aerial duels per 90,Defense
Chiquinho,98,Passes to final third per 90,Buildup
Chiquinho,59,Long passes per 90,Buildup
Chiquinho,86,Progressive passes per 90,Buildup
Chiquinho,66,Crosses per 90,Buildup
Chiquinho,82,Progressive runs per 90,Buildup
Chiquinho,55,Dribbles per 90,Chance creation
Chiquinho,60,Touches in box per 90,Chance creation
Chiquinho,81,Through passes per 90,Chance creation
Chiquinho,41,Shots per 90,Positioning
Chiquinho,53,Crosses to goalie box per 90,Buildup
Chiquinho,75,Passes to penalty area per 90,Chance creation
Chiquinho,85,Back passes per 90,Positioning
Chiquinho,90,Lateral passes per 90,Positioning
André Horta,30,Interceptions per 90,Defense
André Horta,14,Sliding tackles per 90,Defense
André Horta,61,Shots blocked per 90,Defense
André Horta,38,Fouls per 90,Defense
André Horta,1,Aerial duels per 90,Defense
André Horta,99,Passes to final third per 90,Buildup
André Horta,78,Long passes per 90,Buildup
André Horta,93,Progressive passes per 90,Buildup
André Horta,65,Crosses per 90,Buildup
André Horta,86,Progressive runs per 90,Buildup
André Horta,46,Dribbles per 90,Chance creation
André Horta,42,Touches in box per 90,Chance creation
André Horta,80,Through passes per 90,Chance creation
André Horta,72,Shots per 90,Positioning
André Horta,67,Crosses to goalie box per 90,Buildup
André Horta,88,Passes to penalty area per 90,Chance creation
André Horta,86,Back passes per 90,Positioning
André Horta,97,Lateral passes per 90,Positioning
R. Cannon,80,Interceptions per 90,Defense
R. Cannon,88,Sliding tackles per 90,Defense
R. Cannon,78,Shots blocked per 90,Defense
R. Cannon,86,Fouls per 90,Defense
R. Cannon,35,Aerial duels per 90,Defense
R. Cannon,19,Passes to final third per 90,Buildup
R. Cannon,60,Long passes per 90,Buildup
R. Cannon,40,Progressive passes per 90,Buildup
R. Cannon,23,Crosses per 90,Buildup
R. Cannon,7,Progressive runs per 90,Buildup
R. Cannon,17,Dribbles per 90,Chance creation
R. Cannon,2,Touches in box per 90,Chance creation
R. Cannon,14,Through passes per 90,Chance creation
R. Cannon,2,Shots per 90,Positioning
R. Cannon,21,Crosses to goalie box per 90,Buildup
R. Cannon,11,Passes to penalty area per 90,Chance creation
R. Cannon,16,Back passes per 90,Positioning
R. Cannon,82,Lateral passes per 90,Positioning
Gustavo Assunção,70,Interceptions per 90,Defense
Gustavo Assunção,96,Sliding tackles per 90,Defense
Gustavo Assunção,72,Shots blocked per 90,Defense
Gustavo Assunção,98,Fouls per 90,Defense
Gustavo Assunção,55,Aerial duels per 90,Defense
Gustavo Assunção,67,Passes to final third per 90,Buildup
Gustavo Assunção,77,Long passes per 90,Buildup
Gustavo Assunção,39,Progressive passes per 90,Buildup
Gustavo Assunção,26,Crosses per 90,Buildup
Gustavo Assunção,34,Progressive runs per 90,Buildup
Gustavo Assunção,34,Dribbles per 90,Chance creation
Gustavo Assunção,4,Touches in box per 90,Chance creation
Gustavo Assunção,90,Through passes per 90,Chance creation
Gustavo Assunção,5,Shots per 90,Positioning
Gustavo Assunção,44,Crosses to goalie box per 90,Buildup
Gustavo Assunção,45,Passes to penalty area per 90,Chance creation
Gustavo Assunção,77,Back passes per 90,Positioning
Gustavo Assunção,71,Lateral passes per 90,Positioning
Alexandre Penetra,67,Interceptions per 90,Defense
Alexandre Penetra,86,Sliding tackles per 90,Defense
Alexandre Penetra,75,Shots blocked per 90,Defense
Alexandre Penetra,7,Fouls per 90,Defense
Alexandre Penetra,57,Aerial duels per 90,Defense
Alexandre Penetra,69,Passes to final third per 90,Buildup
Alexandre Penetra,88,Long passes per 90,Buildup
Alexandre Penetra,92,Progressive passes per 90,Buildup
Alexandre Penetra,86,Crosses per 90,Buildup
Alexandre Penetra,13,Progressive runs per 90,Buildup
Alexandre Penetra,5,Dribbles per 90,Chance creation
Alexandre Penetra,28,Touches in box per 90,Chance creation
Alexandre Penetra,52,Through passes per 90,Chance creation
Alexandre Penetra,33,Shots per 90,Positioning
Alexandre Penetra,79,Crosses to goalie box per 90,Buildup
Alexandre Penetra,80,Passes to penalty area per 90,Chance creation
Alexandre Penetra,23,Back passes per 90,Positioning
Alexandre Penetra,67,Lateral passes per 90,Positioning
S. Colombatto,53,Interceptions per 90,Defense
S. Colombatto,90,Sliding tackles per 90,Defense
S. Colombatto,30,Shots blocked per 90,Defense
S. Colombatto,89,Fouls per 90,Defense
S. Colombatto,31,Aerial duels per 90,Defense
S. Colombatto,69,Passes to final third per 90,Buildup
S. Colombatto,62,Long passes per 90,Buildup
S. Colombatto,50,Progressive passes per 90,Buildup
S. Colombatto,48,Crosses per 90,Buildup
S. Colombatto,24,Progressive runs per 90,Buildup
S. Colombatto,27,Dribbles per 90,Chance creation
S. Colombatto,40,Touches in box per 90,Chance creation
S. Colombatto,54,Through passes per 90,Chance creation
S. Colombatto,53,Shots per 90,Positioning
S. Colombatto,49,Crosses to goalie box per 90,Buildup
S. Colombatto,40,Passes to penalty area per 90,Chance creation
S. Colombatto,72,Back passes per 90,Positioning
S. Colombatto,71,Lateral passes per 90,Positioning
Z. Youssouf,50,Interceptions per 90,Defense
Z. Youssouf,98,Sliding tackles per 90,Defense
Z. Youssouf,45,Shots blocked per 90,Defense
Z. Youssouf,83,Fouls per 90,Defense
Z. Youssouf,14,Aerial duels per 90,Defense
Z. Youssouf,79,Passes to final third per 90,Buildup
Z. Youssouf,86,Long passes per 90,Buildup
Z. Youssouf,49,Progressive passes per 90,Buildup
Z. Youssouf,27,Crosses per 90,Buildup
Z. Youssouf,50,Progressive runs per 90,Buildup
Z. Youssouf,60,Dribbles per 90,Chance creation
Z. Youssouf,9,Touches in box per 90,Chance creation
Z. Youssouf,89,Through passes per 90,Chance creation
Z. Youssouf,52,Shots per 90,Positioning
Z. Youssouf,32,Crosses to goalie box per 90,Buildup
Z. Youssouf,48,Passes to penalty area per 90,Chance creation
Z. Youssouf,41,Back passes per 90,Positioning
Z. Youssouf,62,Lateral passes per 90,Positioning
João Carvalho,49,Interceptions per 90,Defense
João Carvalho,64,Sliding tackles per 90,Defense
João Carvalho,75,Shots blocked per 90,Defense
João Carvalho,56,Fouls per 90,Defense
João Carvalho,6,Aerial duels per 90,Defense
João Carvalho,74,Passes to final third per 90,Buildup
João Carvalho,61,Long passes per 90,Buildup
João Carvalho,35,Progressive passes per 90,Buildup
João Carvalho,43,Crosses per 90,Buildup
João Carvalho,37,Progressive runs per 90,Buildup
João Carvalho,51,Dribbles per 90,Chance creation
João Carvalho,46,Touches in box per 90,Chance creation
João Carvalho,85,Through passes per 90,Chance creation
João Carvalho,59,Shots per 90,Positioning
João Carvalho,58,Crosses to goalie box per 90,Buildup
João Carvalho,53,Passes to penalty area per 90,Chance creation
João Carvalho,40,Back passes per 90,Positioning
João Carvalho,57,Lateral passes per 90,Positioning
G. Makouta,48,Interceptions per 90,Defense
G. Makouta,51,Sliding tackles per 90,Defense
G. Makouta,27,Shots blocked per 90,Defense
G. Makouta,52,Fouls per 90,Defense
G. Makouta,80,Aerial duels per 90,Defense
G. Makouta,52,Passes to final third per 90,Buildup
G. Makouta,38,Long passes per 90,Buildup
G. Makouta,35,Progressive passes per 90,Buildup
G. Makouta,48,Crosses per 90,Buildup
G. Makouta,51,Progressive runs per 90,Buildup
G. Makouta,60,Dribbles per 90,Chance creation
G. Makouta,47,Touches in box per 90,Chance creation
G. Makouta,38,Through passes per 90,Chance creation
G. Makouta,52,Shots per 90,Positioning
G. Makouta,38,Crosses to goalie box per 90,Buildup
G. Makouta,38,Passes to penalty area per 90,Chance creation
G. Makouta,75,Back passes per 90,Positioning
G. Makouta,55,Lateral passes per 90,Positioning
Guga,32,Interceptions per 90,Defense
Guga,70,Sliding tackles per 90,Defense
Guga,33,Shots blocked per 90,Defense
Guga,55,Fouls per 90,Defense
Guga,3,Aerial duels per 90,Defense
Guga,72,Passes to final third per 90,Buildup
Guga,45,Long passes per 90,Buildup
Guga,33,Progressive passes per 90,Buildup
Guga,49,Crosses per 90,Buildup
Guga,67,Progressive runs per 90,Buildup
Guga,42,Dribbles per 90,Chance creation
Guga,31,Touches in box per 90,Chance creation
Guga,36,Through passes per 90,Chance creation
Guga,68,Shots per 90,Positioning
Guga,38,Crosses to goalie box per 90,Buildup
Guga,53,Passes to penalty area per 90,Chance creation
Guga,76,Back passes per 90,Positioning
Guga,74,Lateral passes per 90,Positioning
K. Misao,95,Interceptions per 90,Defense
K. Misao,62,Sliding tackles per 90,Defense
K. Misao,94,Shots blocked per 90,Defense
K. Misao,94,Fouls per 90,Defense
K. Misao,27,Aerial duels per 90,Defense
K. Misao,59,Passes to final third per 90,Buildup
K. Misao,58,Long passes per 90,Buildup
K. Misao,34,Progressive passes per 90,Buildup
K. Misao,25,Crosses per 90,Buildup
K. Misao,1,Progressive runs per 90,Buildup
K. Misao,21,Dribbles per 90,Chance creation
K. Misao,3,Touches in box per 90,Chance creation
K. Misao,43,Through passes per 90,Chance creation
K. Misao,29,Shots per 90,Positioning
K. Misao,21,Crosses to goalie box per 90,Buildup
K. Misao,18,Passes to penalty area per 90,Chance creation
K. Misao,29,Back passes per 90,Positioning
K. Misao,46,Lateral passes per 90,Positioning
Vitor Carvalho,55,Interceptions per 90,Defense
Vitor Carvalho,41,Sliding tackles per 90,Defense
Vitor Carvalho,64,Shots blocked per 90,Defense
Vitor Carvalho,93,Fouls per 90,Defense
Vitor Carvalho,79,Aerial duels per 90,Defense
Vitor Carvalho,88,Passes to final third per 90,Buildup
Vitor Carvalho,56,Long passes per 90,Buildup
Vitor Carvalho,49,Progressive passes per 90,Buildup
Vitor Carvalho,20,Crosses per 90,Buildup
Vitor Carvalho,28,Progressive runs per 90,Buildup
Vitor Carvalho,27,Dribbles per 90,Chance creation
Vitor Carvalho,41,Touches in box per 90,Chance creation
Vitor Carvalho,88,Through passes per 90,Chance creation
Vitor Carvalho,52,Shots per 90,Positioning
Vitor Carvalho,29,Crosses to goalie box per 90,Buildup
Vitor Carvalho,41,Passes to penalty area per 90,Chance creation
Vitor Carvalho,86,Back passes per 90,Positioning
Vitor Carvalho,89,Lateral passes per 90,Positioning
Tiago Silva,36,Interceptions per 90,Defense
Tiago Silva,79,Sliding tackles per 90,Defense
Tiago Silva,35,Shots blocked per 90,Defense
Tiago Silva,95,Fouls per 90,Defense
Tiago Silva,9,Aerial duels per 90,Defense
Tiago Silva,92,Passes to final third per 90,Buildup
Tiago Silva,72,Long passes per 90,Buildup
Tiago Silva,59,Progressive passes per 90,Buildup
Tiago Silva,43,Crosses per 90,Buildup
Tiago Silva,25,Progressive runs per 90,Buildup
Tiago Silva,49,Dribbles per 90,Chance creation
Tiago Silva,4,Touches in box per 90,Chance creation
Tiago Silva,83,Through passes per 90,Chance creation
Tiago Silva,64,Shots per 90,Positioning
Tiago Silva,44,Crosses to goalie box per 90,Buildup
Tiago Silva,52,Passes to penalty area per 90,Chance creation
Tiago Silva,85,Back passes per 90,Positioning
Tiago Silva,79,Lateral passes per 90,Positioning
S. Pérez,51,Interceptions per 90,Defense
S. Pérez,99,Sliding tackles per 90,Defense
S. Pérez,31,Shots blocked per 90,Defense
S. Pérez,71,Fouls per 90,Defense
S. Pérez,7,Aerial duels per 90,Defense
S. Pérez,82,Passes to final third per 90,Buildup
S. Pérez,84,Long passes per 90,Buildup
S. Pérez,58,Progressive passes per 90,Buildup
S. Pérez,17,Crosses per 90,Buildup
S. Pérez,5,Progressive runs per 90,Buildup
S. Pérez,18,Dribbles per 90,Chance creation
S. Pérez,11,Touches in box per 90,Chance creation
S. Pérez,97,Through passes per 90,Chance creation
S. Pérez,25,Shots per 90,Positioning
S. Pérez,21,Crosses to goalie box per 90,Buildup
S. Pérez,54,Passes to penalty area per 90,Chance creation
S. Pérez,74,Back passes per 90,Positioning
S. Pérez,92,Lateral passes per 90,Positioning
L. Rosier,72,Interceptions per 90,Defense
L. Rosier,26,Sliding tackles per 90,Defense
L. Rosier,57,Shots blocked per 90,Defense
L. Rosier,76,Fouls per 90,Defense
L. Rosier,31,Aerial duels per 90,Defense
L. Rosier,62,Passes to final third per 90,Buildup
L. Rosier,41,Long passes per 90,Buildup
L. Rosier,43,Progressive passes per 90,Buildup
L. Rosier,15,Crosses per 90,Buildup
L. Rosier,33,Progressive runs per 90,Buildup
L. Rosier,29,Dribbles per 90,Chance creation
L. Rosier,45,Touches in box per 90,Chance creation
L. Rosier,77,Through passes per 90,Chance creation
L. Rosier,42,Shots per 90,Positioning
L. Rosier,41,Crosses to goalie box per 90,Buildup
L. Rosier,33,Passes to penalty area per 90,Chance creation
L. Rosier,62,Back passes per 90,Positioning
L. Rosier,63,Lateral passes per 90,Positioning
Samu,57,Interceptions per 90,Defense
Samu,56,Sliding tackles per 90,Defense
Samu,66,Shots blocked per 90,Defense
Samu,93,Fouls per 90,Defense
Samu,35,Aerial duels per 90,Defense
Samu,83,Passes to final third per 90,Buildup
Samu,54,Long passes per 90,Buildup
Samu,66,Progressive passes per 90,Buildup
Samu,65,Crosses per 90,Buildup
Samu,45,Progressive runs per 90,Buildup
Samu,37,Dribbles per 90,Chance creation
Samu,67,Touches in box per 90,Chance creation
Samu,79,Through passes per 90,Chance creation
Samu,71,Shots per 90,Positioning
Samu,81,Crosses to goalie box per 90,Buildup
Samu,68,Passes to penalty area per 90,Chance creation
Samu,67,Back passes per 90,Positioning
Samu,47,Lateral passes per 90,Positioning
Victor Bobsin,68,Interceptions per 90,Defense
Victor Bobsin,70,Sliding tackles per 90,Defense
Victor Bobsin,54,Shots blocked per 90,Defense
Victor Bobsin,84,Fouls per 90,Defense
Victor Bobsin,57,Aerial duels per 90,Defense
Victor Bobsin,81,Passes to final third per 90,Buildup
Victor Bobsin,82,Long passes per 90,Buildup
Victor Bobsin,71,Progressive passes per 90,Buildup
Victor Bobsin,29,Crosses per 90,Buildup
Victor Bobsin,25,Progressive runs per 90,Buildup
Victor Bobsin,29,Dribbles per 90,Chance creation
Victor Bobsin,9,Touches in box per 90,Chance creation
Victor Bobsin,93,Through passes per 90,Chance creation
Victor Bobsin,35,Shots per 90,Positioning
Victor Bobsin,35,Crosses to goalie box per 90,Buildup
Victor Bobsin,59,Passes to penalty area per 90,Chance creation
Victor Bobsin,44,Back passes per 90,Positioning
Victor Bobsin,60,Lateral passes per 90,Positioning
T. Kunimoto,31,Interceptions per 90,Defense
T. Kunimoto,88,Sliding tackles per 90,Defense
T. Kunimoto,1,Shots blocked per 90,Defense
T. Kunimoto,93,Fouls per 90,Defense
T. Kunimoto,9,Aerial duels per 90,Defense
T. Kunimoto,32,Passes to final third per 90,Buildup
T. Kunimoto,34,Long passes per 90,Buildup
T. Kunimoto,30,Progressive passes per 90,Buildup
T. Kunimoto,53,Crosses per 90,Buildup
T. Kunimoto,22,Progressive runs per 90,Buildup
T. Kunimoto,46,Dribbles per 90,Chance creation
T. Kunimoto,61,Touches in box per 90,Chance creation
T. Kunimoto,85,Through passes per 90,Chance creation
T. Kunimoto,51,Shots per 90,Positioning
T. Kunimoto,41,Crosses to goalie box per 90,Buildup
T. Kunimoto,59,Passes to penalty area per 90,Chance creation
T. Kunimoto,62,Back passes per 90,Positioning
T. Kunimoto,22,Lateral passes per 90,Positioning
Zé Carlos,84,Interceptions per 90,Defense
Zé Carlos,16,Sliding tackles per 90,Defense
Zé Carlos,51,Shots blocked per 90,Defense
Zé Carlos,30,Fouls per 90,Defense
Zé Carlos,29,Aerial duels per 90,Defense
Zé Carlos,37,Passes to final third per 90,Buildup
Zé Carlos,34,Long passes per 90,Buildup
Zé Carlos,39,Progressive passes per 90,Buildup
Zé Carlos,70,Crosses per 90,Buildup
Zé Carlos,41,Progressive runs per 90,Buildup
Zé Carlos,68,Dribbles per 90,Chance creation
Zé Carlos,26,Touches in box per 90,Chance creation
Zé Carlos,21,Through passes per 90,Chance creation
Zé Carlos,14,Shots per 90,Positioning
Zé Carlos,65,Crosses to goalie box per 90,Buildup
Zé Carlos,56,Passes to penalty area per 90,Chance creation
Zé Carlos,61,Back passes per 90,Positioning
Zé Carlos,31,Lateral passes per 90,Positioning
Dani Silva,71,Interceptions per 90,Defense
Dani Silva,96,Sliding tackles per 90,Defense
Dani Silva,43,Shots blocked per 90,Defense
Dani Silva,58,Fouls per 90,Defense
Dani Silva,64,Aerial duels per 90,Defense
Dani Silva,73,Passes to final third per 90,Buildup
Dani Silva,38,Long passes per 90,Buildup
Dani Silva,40,Progressive passes per 90,Buildup
Dani Silva,31,Crosses per 90,Buildup
Dani Silva,57,Progressive runs per 90,Buildup
Dani Silva,42,Dribbles per 90,Chance creation
Dani Silva,24,Touches in box per 90,Chance creation
Dani Silva,56,Through passes per 90,Chance creation
Dani Silva,46,Shots per 90,Positioning
Dani Silva,35,Crosses to goalie box per 90,Buildup
Dani Silva,42,Passes to penalty area per 90,Chance creation
Dani Silva,77,Back passes per 90,Positioning
Dani Silva,75,Lateral passes per 90,Positioning
Afonso Freitas,38,Interceptions per 90,Defense
Afonso Freitas,68,Sliding tackles per 90,Defense
Afonso Freitas,63,Shots blocked per 90,Defense
Afonso Freitas,66,Fouls per 90,Defense
Afonso Freitas,56,Aerial duels per 90,Defense
Afonso Freitas,39,Passes to final third per 90,Buildup
Afonso Freitas,46,Long passes per 90,Buildup
Afonso Freitas,56,Progressive passes per 90,Buildup
Afonso Freitas,69,Crosses per 90,Buildup
Afonso Freitas,65,Progressive runs per 90,Buildup
Afonso Freitas,30,Dribbles per 90,Chance creation
Afonso Freitas,37,Touches in box per 90,Chance creation
Afonso Freitas,68,Through passes per 90,Chance creation
Afonso Freitas,16,Shots per 90,Positioning
Afonso Freitas,55,Crosses to goalie box per 90,Buildup
Afonso Freitas,50,Passes to penalty area per 90,Chance creation
Afonso Freitas,52,Back passes per 90,Positioning
Afonso Freitas,16,Lateral passes per 90,Positioning
Miguel Baeza,22,Interceptions per 90,Defense
Miguel Baeza,1,Sliding tackles per 90,Defense
Miguel Baeza,43,Shots blocked per 90,Defense
Miguel Baeza,17,Fouls per 90,Defense
Miguel Baeza,12,Aerial duels per 90,Defense
Miguel Baeza,40,Passes to final third per 90,Buildup
Miguel Baeza,23,Long passes per 90,Buildup
Miguel Baeza,24,Progressive passes per 90,Buildup
Miguel Baeza,41,Crosses per 90,Buildup
Miguel Baeza,68,Progressive runs per 90,Buildup
Miguel Baeza,48,Dribbles per 90,Chance creation
Miguel Baeza,37,Touches in box per 90,Chance creation
Miguel Baeza,33,Through passes per 90,Chance creation
Miguel Baeza,55,Shots per 90,Positioning
Miguel Baeza,58,Crosses to goalie box per 90,Buildup
Miguel Baeza,37,Passes to penalty area per 90,Chance creation
Miguel Baeza,68,Back passes per 90,Positioning
Miguel Baeza,37,Lateral passes per 90,Positioning
André André,37,Interceptions per 90,Defense
André André,73,Sliding tackles per 90,Defense
André André,60,Shots blocked per 90,Defense
André André,94,Fouls per 90,Defense
André André,27,Aerial duels per 90,Defense
André André,77,Passes to final third per 90,Buildup
André André,36,Long passes per 90,Buildup
André André,52,Progressive passes per 90,Buildup
André André,49,Crosses per 90,Buildup
André André,59,Progressive runs per 90,Buildup
André André,58,Dribbles per 90,Chance creation
André André,46,Touches in box per 90,Chance creation
André André,31,Through passes per 90,Chance creation
André André,21,Shots per 90,Positioning
André André,63,Crosses to goalie box per 90,Buildup
André André,47,Passes to penalty area per 90,Chance creation
André André,57,Back passes per 90,Positioning
André André,67,Lateral passes per 90,Positioning
G. Aburjania,40,Interceptions per 90,Defense
G. Aburjania,35,Sliding tackles per 90,Defense
G. Aburjania,68,Shots blocked per 90,Defense
G. Aburjania,47,Fouls per 90,Defense
G. Aburjania,21,Aerial duels per 90,Defense
G. Aburjania,91,Passes to final third per 90,Buildup
G. Aburjania,43,Long passes per 90,Buildup
G. Aburjania,80,Progressive passes per 90,Buildup
G. Aburjania,38,Crosses per 90,Buildup
G. Aburjania,36,Progressive runs per 90,Buildup
G. Aburjania,45,Dribbles per 90,Chance creation
G. Aburjania,34,Touches in box per 90,Chance creation
G. Aburjania,94,Through passes per 90,Chance creation
G. Aburjania,41,Shots per 90,Positioning
G. Aburjania,21,Crosses to goalie box per 90,Buildup
G. Aburjania,68,Passes to penalty area per 90,Chance creation
G. Aburjania,52,Back passes per 90,Positioning
G. Aburjania,74,Lateral passes per 90,Positioning
A. Méndez,35,Interceptions per 90,Defense
A. Méndez,70,Sliding tackles per 90,Defense
A. Méndez,1,Shots blocked per 90,Defense
A. Méndez,66,Fouls per 90,Defense
A. Méndez,38,Aerial duels per 90,Defense
A. Méndez,76,Passes to final third per 90,Buildup
A. Méndez,45,Long passes per 90,Buildup
A. Méndez,54,Progressive passes per 90,Buildup
A. Méndez,59,Crosses per 90,Buildup
A. Méndez,20,Progressive runs per 90,Buildup
A. Méndez,56,Dribbles per 90,Chance creation
A. Méndez,35,Touches in box per 90,Chance creation
A. Méndez,72,Through passes per 90,Chance creation
A. Méndez,72,Shots per 90,Positioning
A. Méndez,78,Crosses to goalie box per 90,Buildup
A. Méndez,56,Passes to penalty area per 90,Chance creation
A. Méndez,41,Back passes per 90,Positioning
A. Méndez,42,Lateral passes per 90,Positioning
Raphael Guzzo,49,Interceptions per 90,Defense
Raphael Guzzo,99,Sliding tackles per 90,Defense
Raphael Guzzo,70,Shots blocked per 90,Defense
